year,brand,model,location,price,mileage,body_type,exterior_colour,interior_colour,door,passenger,transmission,drive_type,displacement,cylinder,fuel
2020,Lexus,RX,Toronto,$CALL,,SUV,Silver,-,4,5,Automatic,AWD,3.5L,6,Gasoline
2009,Toyota,Camry,Toronto,"$5,500","248,500",Sedan,-,Gray,4,5,Automatic,FWD,3.5L,6,Gasoline
2010,Dodge,Grand,Toronto,"$4,888","207,563",Van,Gold,Black,4,7,Automatic,FWD,3.3L,6,Flex
2007,Nissan,Altima,Toronto,$CALL,"171,381",Sedan,-,Black,4,5,-,FWD,2.5L,4,Gasoline
1994,Toyota,Camry,Toronto,$CALL,"167,951",-,Blue,Gray,4,5,-,-,2.2L,4,Gasoline
2011,Ford,Crown,Toronto,"$5,800","117,116",Sedan,White,Black,4,5,Automatic,RWD,4.6L,8,Gasoline
2016,Nissan,Sentra,Toronto,"$13,891","20,108",Sedan,Gray,Black,4,5,-,FWD,1.8L,4,Gasoline
2016,Chrysler,300,Toronto,"$21,990","48,173",Sedan,White,Black,4,5,Automatic,AWD,3.6L,6,Gasoline
2018,Chrysler,300,Toronto,"$18,995","82,943",Sedan,Silver,Black,4,5,Automatic,RWD,3.6L,6,Gasoline
2016,Audi,A3,Toronto,"$16,450","106,000",Sedan,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Mercedes-Benz,GLA,Toronto,"$23,450","79,000",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Flex
2017,Mercedes-Benz,CLA,Toronto,"$26,950","31,000",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Mercedes-Benz,C-Class,Toronto,"$28,750","95,000",Sedan,Black,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Mercedes-Benz,GLA,Toronto,"$27,950","83,000",SUV,White,-,4,5,Automatic,AWD,2.0L,4,Flex
2016,Mercedes-Benz,C-Class,Toronto,"$39,850","53,000",Sedan,Black,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2006,Volkswagen,New,Toronto,"$2,995","218,765",Coupe,-,-,2,4,Automatic,FWD,2.5L,5,Gasoline
2015,Chrysler,Town,Toronto,"$18,999","87,000",Van,Black,Black,4,7,Automatic,FWD,3.6L,6,Flex
2007,Honda,Civic,Toronto,"$3,990","196,550",Sedan,Black,Gray,4,5,Manual,FWD,1.8L,4,Gasoline
2018,Ford,F-150,Toronto,"$33,294","35,511",Truck,Gray,Gray,4,6,Automatic,4x4,3.3L,6,Gasoline
2015,Ford,F-150,Toronto,"$17,968","230,729",Truck,Black,Gray,4,6,Automatic,4x4,3.5L,6,Gasoline
2017,Hyundai,Tucson,Toronto,"$20,888","9,783",SUV,Gray,Gray,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,BMW,4,Toronto,"$30,960","48,479",Hatchback,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2013,BMW,3,Toronto,"$18,140","120,000",Sedan,Gray,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2012,Hyundai,Tucson,Toronto,"$9,999","159,754",SUV,Black,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2018,Toyota,RAV4,Toronto,"$21,988","25,000",SUV,Black,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2015,Jeep,Grand,Toronto,"$24,488","127,000",SUV,Silver,Black,4,5,Automatic,4x4,3.0L,6,Diesel
2017,Dodge,Challenger,Toronto,$CALL,"9,674",Coupe,-,-,2,5,Manual,RWD,6.2L,8,Gasoline
2015,Mitsubishi,Mirage,Toronto,"$6,999","112,074",Sedan,Black,Black,4,5,-,FWD,1.2L,3,Gasoline
2019,Chrysler,300,Toronto,"$29,888","20,788",Sedan,Gray,Black,4,5,Automatic,RWD,3.6L,6,Gasoline
2016,Jeep,Grand,Toronto,"$26,900","66,726",SUV,Gray,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2018,Ram,1500,Toronto,"$29,900","31,204",Truck,Black,Black,4,6,Automatic,4x4,5.7L,8,Gasoline
2017,Honda,Civic,Toronto,"$13,900","77,583",Sedan,White,-,4,5,Manual,FWD,2.0L,4,Gasoline
2017,Honda,Pilot,Toronto,"$30,995","82,550",SUV,Silver,Gray,2,7,Automatic,AWD,3.5L,6,Gasoline
2005,Honda,Civic,Toronto,$CALL,"141,675",Sedan,Blue,Gray,4,5,Automatic,FWD,1.7L,4,Gasoline
2016,Mazda,Mazda3,Toronto,$CALL,"66,232",Sedan,Blue,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2016,Volkswagen,Jetta,Toronto,"$13,985","88,368",Sedan,Black,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2017,Volkswagen,Golf,Toronto,"$17,985","62,483",Sedan,-,-,4,5,Automatic,AWD,1.8L,4,Gasoline
2012,Volkswagen,Golf,Toronto,"$9,985","91,236",Sedan,-,-,4,5,Automatic,FWD,2.5L,5,Gasoline
2003,Mercedes-Benz,SL-Class,Toronto,$CALL,"39,930",Sedan,Silver,Gray,2,2,Automatic,RWD,5.4L,8,Gasoline
2017,Ram,5500,Toronto,"$44,999","172,657",Commercial,Brown,Black,4,6,Automatic,4x4,6.7L,6,Diesel
2015,Lexus,RX,Toronto,"$23,888","160,539",SUV,Black,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2016,MINI,Cooper,Toronto,$CALL,"58,200",Hatchback,Blue,Black,4,5,Manual,FWD,1.5L,3,Gasoline
2016,Honda,HR-V,Toronto,"$21,995","41,549",SUV,Red,Black,4,5,Automatic,AWD,1.8L,4,Gasoline
2018,Honda,Accord,Toronto,"$26,995","61,273",Sedan,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2010,Mazda,Mazda3,Toronto,"$5,490","196,000",Hatchback,White,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2008,Mazda,Mazda3,Toronto,"$2,990","241,000",Sedan,Black,-,4,5,Manual,FWD,2.3L,4,Gasoline
2007,Mazda,Mazda3,Toronto,"$2,990","261,000",Sedan,-,-,4,5,Automatic,FWD,2.3L,4,Gasoline
2008,Mazda,Mazda3,Toronto,"$2,490","219,000",Sedan,Silver,-,4,5,Manual,FWD,2.0L,4,Gasoline
2016,Mercedes-Benz,GLA,Toronto,"$20,995","105,000",SUV,-,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2011,Toyota,Venza,Toronto,"$10,999","173,000",SUV,Gray,Gray,4,5,Automatic,FWD,3.5L,6,Gasoline
2011,Mazda,Mazda3,Toronto,$CALL,"284,000",Sedan,Black,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2010,Mazda,Mazda3,Toronto,$CALL,"250,000",Hatchback,Gray,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Mazda,CX-9,Toronto,"$24,988","96,163",SUV,Black,-,4,7,Automatic,AWD,2.5L,4,Gasoline
2016,Mazda,CX-5,Toronto,"$21,998","40,044",SUV,Silver,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2017,Mazda,MX-5,Toronto,"$31,998","11,480",Convertible,Gray,-,2,2,Manual,RWD,2.0L,4,Gasoline
2017,Mazda,CX-5,Toronto,"$22,998","119,705",SUV,-,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2006,BMW,M,Toronto,"$28,888","56,258",Sedan,Silver,-,4,5,Automatic,RWD,#NAME?,-,Gasoline
2015,Porsche,Macan,Toronto,"$44,888","86,956",SUV,Black,Red,4,5,Automatic,AWD,3.6L,6,Gasoline
2016,Ram,ProMaster,Toronto,"$24,988","135,656",Commercial,White,Black,3,2,Automatic,FWD,3.0L,4,Diesel
2015,Hyundai,Genesis,Toronto,"$21,888","81,260",Sedan,Black,Tan,4,5,Automatic,AWD,3.8L,6,Gasoline
2012,BMW,6,Toronto,"$28,888","64,519",Convertible,White,Tan,2,4,Automatic,RWD,4.4L,8,Gasoline
2017,Land,Rover,Toronto,"$30,555","64,735",SUV,White,Black,4,7,Automatic,AWD,2.0L,4,Gasoline
2017,Porsche,Cayenne,Toronto,"$49,888","79,295",SUV,Black,Tan,4,5,Automatic,AWD,3.0L,6,Electric
2018,Honda,Odyssey,Toronto,"$29,995","117,000",Van,Silver,Black,4,8,Automatic,FWD,3.5L,6,Gasoline
2016,Mercedes-Benz,C-Class,Toronto,"$25,500","90,000",Sedan,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2013,Volkswagen,Jetta,Toronto,"$10,500","86,000",Sedan,Gray,Black,4,5,Automatic,FWD,2.0L,4,Diesel
2017,Hyundai,Elantra,Toronto,"$12,500","80,000",Sedan,Blue,Gray,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Hyundai,Sonata,Toronto,"$12,995","73,000",Sedan,Blue,Gray,4,5,Automatic,FWD,2.4L,4,Gasoline
2020,Hyundai,Elantra,Toronto,"$17,995","10,000",Sedan,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Toyota,Corolla,Toronto,"$14,500","97,000",Sedan,Red,Black,4,5,-,FWD,1.8L,4,Gasoline
2015,Toyota,Camry,Toronto,"$16,950","85,000",Sedan,Silver,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2016,Chevrolet,Colorado,Toronto,"$16,900","129,000",Truck,White,Gray,2,4,Automatic,RWD,2.5L,4,Gasoline
2013,GMC,Sierra,Toronto,"$4,999","23,700",Truck,White,Black,2,3,Automatic,RWD,4.3L,6,Gasoline
2020,Jeep,Grand,Toronto,"$32,880","30,873",Wagon,Black,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2016,Mercedes-Benz,GLE,Toronto,"$32,980","106,816",Wagon,White,Black,4,5,Automatic,AWD,3.0L,6,Diesel
2009,Dodge,Challenger,Toronto,"$5,995","331,000",Coupe,Silver,Black,2,5,Automatic,RWD,3.5L,6,Gasoline
2007,Mercedes-Benz,M-Class,Toronto,"$6,995","124,889",SUV,Silver,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2015,Volkswagen,Jetta,Toronto,"$11,995","105,000",Sedan,Black,Black,4,5,Automatic,FWD,2.0L,4,Diesel
2017,Honda,Civic,Toronto,"$10,995","112,000",Sedan,White,Black,4,5,Manual,FWD,2.0L,4,Gasoline
2007,BMW,5,Toronto,"$2,995","265,827",Sedan,Black,-,4,5,Automatic,RWD,3.0L,6,Gasoline
2014,Volkswagen,Passat,Toronto,"$10,995","43,000",Sedan,Blue,-,4,5,Automatic,FWD,2.0L,4,Diesel
2012,Toyota,RAV4,Toronto,"$9,995","119,890",SUV,Black,Gray,4,5,Automatic,4x4,2.5L,4,Gasoline
2013,Mercedes-Benz,C-Class,Toronto,"$10,495","191,000",Sedan,White,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2015,Hyundai,Sonata,Toronto,"$8,995","158,930",Sedan,White,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2009,Audi,Q7,Toronto,"$9,995","207,000",SUV,Gray,Black,4,5,Automatic,AWD,3.0L,6,Diesel
2012,Chevrolet,Express,Toronto,"$13,495","192,000",Commercial,White,Tan,3,2,Automatic,RWD,4.8L,8,Flex
2016,Hyundai,Sonata,Toronto,"$10,990","128,000",Sedan,Black,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2016,Subaru,WRX,Toronto,"$20,888","152,952",Sedan,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Subaru,Crosstrek,Toronto,"$19,888","41,447",SUV,-,Black,5,5,Automatic,AWD,2.0L,4,Gasoline
2016,Mazda,Mazda3,Toronto,"$11,990","143,000",Sedan,White,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2011,Ram,Dakota,Toronto,"$10,999","153,000",Truck,Gray,-,4,5,Automatic,4x4,3.7L,6,Gasoline
2014,Jeep,Grand,Toronto,"$23,900","104,000",SUV,-,-,4,5,Automatic,4x4,3.6L,6,Flex
2015,Dodge,Grand,Toronto,"$15,499","108,000",Van,Gray,-,4,7,Automatic,FWD,3.6L,6,Flex
2016,Audi,A7,Toronto,"$39,888",,Sedan,White,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2012,Honda,Accord,Toronto,"$11,588",,Sedan,Silver,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2011,Infiniti,QX56,Toronto,"$20,888",,SUV,White,-,4,7,Automatic,4x4,5.6L,8,Gasoline
2003,Lincoln,Town,Toronto,"$8,800","152,400",Sedan,Black,-,4,6,Automatic,RWD,4.6L,8,Gasoline
2011,BMW,3,Toronto,"$14,988","72,600",Sedan,White,-,4,5,Manual,AWD,3.0L,6,Gasoline
2013,Ford,Mustang,Toronto,"$15,900","107,000",Convertible,Black,Black,2,4,Automatic,RWD,3.7L,6,Gasoline
2016,BMW,3,Toronto,"$20,750","40,000",Sedan,Red,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2018,Mercedes-Benz,CLA,Toronto,"$25,750","39,000",Sedan,Silver,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Buick,Encore,Toronto,"$13,980","90,000",SUV,Red,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2004,GMC,Envoy,Toronto,"$2,900","326,697",SUV,-,-,4,7,Automatic,4x4,4.2L,6,Gasoline
2013,Ford,Escape,Toronto,"$7,286","204,095",SUV,-,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2013,Jeep,Grand,Toronto,"$7,900","303,000",SUV,Black,White,4,5,Automatic,4x4,3.6L,6,Gasoline
2012,Dodge,Grand,Toronto,"$8,995","164,882",Van,Gold,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2019,Jeep,Compass,Toronto,"$28,998","13,061",SUV,Blue,Black,4,5,Automatic,4x4,2.4L,4,Gasoline
2015,Toyota,Sienna,Toronto,"$22,998","77,893",Van,Blue,Gray,4,8,Automatic,FWD,3.5L,6,Gasoline
2017,Infiniti,QX60,Toronto,"$29,888","69,949",SUV,Blue,-,4,7,Automatic,AWD,3.5L,6,Gasoline
2011,Kia,Soul,Toronto,"$6,999","148,249",Wagon,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2015,Ram,ProMaster,Toronto,"$22,988","105,000",Commercial,-,-,3,2,Automatic,FWD,3.0L,4,Diesel
2016,Audi,A6,Toronto,"$26,880","64,000",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Audi,TT,Toronto,"$38,880","24,000",Coupe,White,Black,2,4,Automatic,AWD,2.0L,4,Gasoline
2015,Audi,A4,Toronto,"$21,695","55,563",Sedan,Blue,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2014,Volkswagen,Jetta,Toronto,"$9,990","94,000",Sedan,White,Black,4,5,-,FWD,#NAME?,-,-
2015,Smart,fortwo,Toronto,"$5,995","44,667",Coupe,-,-,2,2,Automatic,RWD,1.0L,3,Gasoline
2013,Hyundai,Veloster,Toronto,"$11,998","82,828",Sedan,Red,-,3,4,Automatic,FWD,1.6L,4,Gasoline
2012,Ford,Escape,Toronto,"$8,998","180,000",SUV,-,-,4,5,-,FWD,2.5L,4,Gasoline
2012,Dodge,Grand,Toronto,"$10,998","112,321",Van,Gray,-,4,7,Automatic,FWD,3.6L,6,Gasoline
2009,BMW,X5,Toronto,$CALL,"127,100",SUV,Gray,-,4,5,Automatic,AWD,4.8L,8,Gasoline
2016,Mercedes-Benz,C-Class,Toronto,"$27,990","73,299",Sedan,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2020,Toyota,RAV4,Toronto,"$34,688","10,131",SUV,Silver,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2018,Toyota,Highlander,Toronto,"$30,987","66,023",SUV,Silver,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2013,Toyota,Sienna,Toronto,"$16,995","114,246",Van,Silver,-,4,7,Automatic,FWD,3.5L,6,Gasoline
2018,Ford,Escape,Toronto,"$24,995","65,870",SUV,Black,Black,4,5,Automatic,4x4,1.5L,4,Gasoline
2004,BMW,3,Toronto,"$3,888","229,000",Sedan,Black,Black,4,5,-,AWD,2.5L,6,Gasoline
2006,Nissan,X-Trail,Toronto,"$2,888","258,000",SUV,Blue,Black,4,5,-,AWD,2.5L,4,Gasoline
2007,Mercedes-Benz,E-Class,Toronto,"$8,475","152,838",Sedan,Gold,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2014,Subaru,XV,Toronto,"$10,975","184,838",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2018,Hyundai,Elantra,Toronto,"$14,990","31,750",Sedan,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2013,Subaru,XV,Toronto,"$11,775","191,307",SUV,White,Black,5,5,Automatic,AWD,2.0L,4,Gasoline
2014,Kia,Soul,Toronto,"$9,990","61,650",Sedan,White,Black,4,5,Automatic,FWD,1.6L,4,Gasoline
2018,Nissan,Versa,Toronto,"$16,491","10,801",Hatchback,Black,Black,4,5,-,FWD,1.6L,4,Gasoline
2019,Nissan,Kicks,Toronto,"$22,791","10,829",SUV,White,Black,5,5,Automatic,FWD,1.6L,4,Gasoline
2016,Honda,Civic,Toronto,"$14,259","76,978",Sedan,Blue,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2013,Mazda,Mazda3,Toronto,"$6,475","182,284",Sedan,Gray,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2019,Ford,F-150,Toronto,"$34,888","15,000",Truck,Silver,-,4,-,Automatic,4x4,3.5L,6,Gasoline
2014,Dodge,Journey,Toronto,"$8,990","184,594",SUV,Gray,-,4,5,Automatic,AWD,3.6L,6,Gasoline
2016,Ford,Edge,Toronto,"$17,395","127,035",SUV,Gray,Black,4,5,Automatic,FWD,3.5L,6,Gasoline
2017,Ram,1500,Toronto,"$27,988","129,508",Truck,White,Black,4,5,Automatic,4x4,5.7L,8,Gasoline
2017,Ford,Fusion,Toronto,"$23,998","54,998",Sedan,White,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2013,Lincoln,MKTCertified,Toronto,"$4,900","605,000",SUV,Black,Black,4,5,Automatic,AWD,3.7L,6,Gasoline
2013,Mazda,Mazda3,Toronto,"$9,888","88,131",Hatchback,White,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Ford,Mustang,Toronto,"$30,388","54,180",Coupe,Black,-,2,4,-,RWD,5.0L,8,Gasoline
2015,Honda,Civic,Toronto,"$11,588","68,679",Sedan,White,Black,4,5,Automatic,FWD,1.8L,4,Gasoline
2016,Honda,CR-V,Toronto,"$19,988","32,030",SUV,-,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2018,Honda,Civic,Toronto,"$19,678","28,654",Sedan,-,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2015,BMW,3,Toronto,"$24,960","22,500",Sedan,Silver,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,BMW,X5,Toronto,"$43,260","85,649",SUV,Black,Black,4,5,Automatic,AWD,3.0L,6,Diesel
2016,BMW,3,Toronto,"$28,960","33,350",Sedan,Silver,Red,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Ford,Escape,Toronto,$CALL,"92,032",SUV,White,Gray,4,5,Automatic,FWD,1.5L,4,Gasoline
2006,Infiniti,G35,Toronto,"$3,499","181,500",Sedan,Silver,Gray,4,5,Automatic,AWD,3.5L,6,Gasoline
2008,Toyota,FJ,Toronto,"$11,900","269,990",SUV,Tan,Black,4,5,-,4x4,4.0L,6,Gasoline
2019,Chrysler,300,Toronto,"$23,888","39,000",Sedan,-,-,4,5,Automatic,RWD,3.6L,6,Gasoline
2017,Nissan,Sentra,Toronto,"$11,499","95,075",Sedan,White,Black,4,5,-,FWD,1.8L,4,Gasoline
2014,Ram,1500,Toronto,"$17,495","126,546",Truck,Gray,Black,4,6,Automatic,4x4,3.6L,6,Flex
2017,Mazda,Mazda3,Toronto,"$16,295","41,596",Sedan,Black,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Jeep,Wrangler,Toronto,"$36,895","95,553",SUV,Gray,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2018,Jeep,Wrangler,Toronto,"$39,795","59,677",SUV,Gray,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2019,Jeep,Grand,Toronto,"$33,495","18,461",SUV,White,-,4,5,Automatic,4x4,3.6L,6,Gasoline
2020,Jeep,Wrangler,Toronto,"$39,595","2,270",SUV,Black,Black,2,4,Manual,4x4,3.6L,6,Gasoline
2016,Volkswagen,Tiguan,Toronto,"$22,985","65,184",SUV,Black,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Volkswagen,Tiguan,Toronto,"$19,985","35,773",SUV,Black,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Volkswagen,Jetta,Toronto,"$14,985","63,785",Sedan,Black,-,4,5,Manual,FWD,1.4L,4,Gasoline
2010,Mercedes-Benz,SLK-Class,Toronto,"$21,800","64,265",Sedan,Silver,Red,2,2,Automatic,RWD,3.5L,6,Gasoline
2001,Porsche,Boxster,Toronto,"$10,995","135,260",Convertible,Blue,-,2,2,Manual,RWD,2.7L,6,Gasoline
2019,Toyota,Corolla,Toronto,"$16,995","35,124",Sedan,White,Black,4,5,-,FWD,1.8L,4,Gasoline
2014,BMW,4,Toronto,"$18,995","149,251",Coupe,Blue,Black,2,4,Automatic,AWD,2.0L,4,Gasoline
2014,Ford,Escape,Toronto,"$9,995","165,296",SUV,Black,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2012,Ford,Focus,Toronto,"$4,900","133,695",Sedan,Gray,Black,4,5,Automatic,FWD,2.0L,4,Flex
2017,Toyota,Corolla,Toronto,"$18,351","21,148",Hatchback,-,Black,4,5,-,FWD,1.8L,4,Gasoline
2011,Nissan,Frontier,Toronto,"$16,888","173,747",Truck,-,Black,4,5,Automatic,4x4,4.0L,6,Gasoline
2015,Toyota,Tacoma,Toronto,"$28,888","179,502",Truck,Gray,-,4,5,Automatic,4x4,4.0L,6,Gasoline
2012,Jeep,Grand,Toronto,"$16,888","158,892",SUV,Black,Red,4,5,Automatic,4x4,3.6L,6,Gasoline
2016,Mazda,CX-5,Toronto,"$15,998","99,983",SUV,Black,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2016,Mazda,CX-5,Toronto,"$18,998","45,236",SUV,Gray,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2013,Ford,Focus,Toronto,"$8,998","87,884",Sedan,Black,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Lexus,GX,Toronto,"$49,950","38,000",SUV,-,-,4,7,Automatic,4x4,4.6L,8,Gasoline
2016,Honda,Accord,Toronto,"$17,950","92,000",Sedan,White,Tan,4,5,Automatic,FWD,2.4L,4,Gasoline
2014,Mercedes-Benz,GLK-Class,Toronto,"$21,888","102,942",SUV,Red,Black,4,5,Automatic,AWD,2.2L,4,Diesel
2015,Mercedes-Benz,GLK-Class,Toronto,"$22,888","115,122",SUV,-,Black,4,5,Automatic,AWD,2.2L,4,Diesel
2019,Porsche,911,Toronto,"$169,986","4,520",Coupe,White,Black,2,4,Manual,AWD,3.0L,6,Gasoline
2007,Toyota,Highlander,Toronto,"$6,900","270,000",SUV,Silver,Gray,4,7,Automatic,4x4,3.3L,6,Gasoline
2019,Honda,Pilot,Toronto,"$43,985","5,578",SUV,Silver,Black,4,8,Automatic,AWD,3.5L,6,Gasoline
2010,Honda,CR-V,Toronto,$CALL,"192,550",SUV,White,-,4,5,Automatic,4x4,2.4L,4,Gasoline
2017,Land,Rover,Toronto,"$27,888","90,319",SUV,Gray,Black,4,7,Automatic,4x4,2.0L,4,Gasoline
2017,Jaguar,F-PACE,Toronto,"$34,888","99,357",SUV,-,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2015,Audi,Q3,Toronto,"$19,988","85,652",SUV,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2015,Jeep,Grand,Toronto,"$23,950","139,000",SUV,White,Brown,4,5,Automatic,4x4,3.6L,6,Gasoline
2011,Honda,CR-V,Toronto,"$7,890","154,000",SUV,Brown,-,4,5,Automatic,4x4,2.4L,4,Gasoline
2007,Mercedes-Benz,CLS-Class,Toronto,"$14,995","152,000",Sedan,Black,Black,4,4,Automatic,RWD,6.2L,8,Gasoline
2002,Ford,Taurus,Toronto,$CALL,"257,843",Sedan,-,-,2,5,Automatic,FWD,3.0L,6,Gasoline
2015,Chevrolet,Cruze,Toronto,"$13,200","32,326",Sedan,Gray,Black,2,5,Automatic,FWD,1.4L,4,Gasoline
2015,Nissan,Pathfinder,Toronto,"$20,500","61,725",SUV,Black,-,2,7,Automatic,4x4,3.5L,6,Gasoline
2013,GMC,Yukon,Toronto,"$32,999","78,590",SUV,Black,Black,2,8,Automatic,4x4,5.3L,8,Gasoline
2014,Cadillac,XTS,Toronto,$CALL,"87,151",Sedan,-,-,2,5,Automatic,AWD,3.6L,6,Gasoline
2014,Kia,Forte,Toronto,"$8,999","119,103",Sedan,White,-,2,5,-,FWD,1.8L,4,Gasoline
2015,Chrysler,200,Toronto,"$5,995","171,360",Sedan,Red,Black,4,5,Automatic,FWD,2.4L,4,Flex
2001,BMW,5,Toronto,"$3,995","374,776",Wagon,Silver,Black,4,5,Manual,RWD,2.5L,6,Gasoline
2011,Mercedes-Benz,GL-Class,Toronto,"$12,995","185,868",SUV,Black,Black,4,7,Automatic,AWD,3.0L,6,Diesel
2011,Nissan,JUKE,Toronto,"$5,995","162,619",Van,Silver,Black,4,5,Manual,FWD,1.6L,4,Gasoline
2006,Audi,A4,Toronto,"$3,495","220,731",Sedan,Gray,Gray,4,5,Manual,AWD,2.0L,4,Gasoline
2012,Ford,Focus,Toronto,"$4,995","177,826",Sedan,Silver,Black,4,5,Automatic,FWD,2.0L,4,Flex
2016,Toyota,Venza,Toronto,"$14,995","151,555",SUV,White,Brown,4,5,Automatic,AWD,3.5L,6,Gasoline
2010,Mazda,CX7,Toronto,"$5,900","103,900",-,Black,Black,-,-,Automatic,FWD,#NAME?,-,Gasoline
2012,Mazda,Mazda5,Toronto,"$5,999","170,000",Sedan,Black,Gray,4,6,Automatic,FWD,2.5L,4,Gasoline
2015,Mercedes-Benz,C-Class,Toronto,"$21,980","102,023",Sedan,Black,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2008,GMC,Savana,Toronto,"$12,495","77,000",-,White,Gray,3,2,Automatic,RWD,#NAME?,8,Gasoline
2015,BMW,X5,Toronto,"$47,900","108,000",SUV,White,Black,4,5,Automatic,AWD,4.4L,8,Gasoline
2011,Mercedes-Benz,GLK-Class,Toronto,"$12,888","150,338",SUV,White,Black,4,5,Automatic,AWD,#NAME?,-,Gasoline
2015,Chevrolet,Cruze,Toronto,"$9,950","80,000",Sedan,Silver,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2017,Hyundai,Tucson,Toronto,"$17,480","60,000",SUV,Silver,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Jeep,Grand,Toronto,"$20,988","108,000",SUV,-,-,4,5,Automatic,4x4,3.6L,6,Gasoline
2016,Ford,Edge,Toronto,"$20,999","93,000",SUV,Silver,-,2,5,Automatic,AWD,3.5L,6,Gasoline
2011,BMW,3,Toronto,"$8,498","130,202",Sedan,Black,Black,2,5,Manual,RWD,2.5L,6,Gasoline
2007,Ford,Explorer,Toronto,"$7,999","202,000",SUV,-,-,4,5,Automatic,4x4,4.0L,6,Gasoline
2011,Hyundai,Elantra,Toronto,"$6,995","117,000",Hatchback,Gray,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2009,Dodge,Challenger,Toronto,"$19,999","137,000",Coupe,Silver,-,2,4,Automatic,RWD,5.7L,8,Gasoline
2017,Audi,A4,Toronto,"$21,999","95,200",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
